fold,text,intents,intent_span,intent_span_4o
fold6,I need to stay in your hotel for 5 nights please.,"['make_open_apply_setup_get_activate', 'booking']",hotel/stay,hotel/stay
fold6,I'd like to book from October 31 for 6 nights,"['make_open_apply_setup_get_activate', 'booking']",book/October 31/6 nights,October 31/6 nights/book
fold6,The booking is for myself only.,['booking'],myself only/booking,booking
fold7,wifi's been stuck since 5 to 11 evening,"['wifi', 'wrong_notworking_notshowing']",since 5 to 11 evening/wifi's been stuck,wifi/stuck/5 to 11 evening
fold7,Why is your check-in procedure so complicated? I spent 3 hours trying to do that yesterday!,"['why', 'wrong_notworking_notshowing', 'check_in']",Why/check,check/Why
fold7,How can I cancel my room?,"['cancel_close_leave_freeze', 'how', 'booking']",my room/cancel,cancel/How/room
fold7,any limits on how many times I can go to the pool daily?,"['how_much', 'swimming_pool', 'limits']",how many times/limits/go to the pool daily,pool/limits
fold7,"Sure, I'll confirm tomorrow, bye!","['acknowledge', 'end_call']",bye/confirm/tomorrow,Sure/bye
fold7,Sorry what was that?,['repeat'],Sorry/what was that?,Sorry what was that
fold7,"Hi, can I get some food delivered","['room_service', 'greet']",Hi/can I get some food delivered,Hi/get some food delivered
fold7,Can I speak directly with the reception?,"['request_info', 'handoff']",speak directly with,reception/speak directly
fold7,"your competitors have lower prices, check them out!",['less_lower_before'],competitors have lower prices,lower/prices
fold7,when do i need to check out?,"['check_out', 'when']",when/check out,check out/when
fold7,Modify our current reservation as we'd like to leave slightly later.,"['change', 'existing', 'booking', 'more_higher_after', 'check_out']",Modify/our current reservation/leave slightly later,leave slightly later/current reservation/Modify
fold7,please change the date and add more people to the booking as I told you,"['change', 'more_higher_after', 'booking']",change the date/add more people to the booking,booking/change/more people/add/date
fold7,"that's great, much appreciated",['affirm'],much appreciated/that's great,much appreciated/that's great
fold7,what are the working times of the gym and the pool?,"['gym', 'swimming_pool', 'request_info']",pool/working times/gym,working times/pool/gym
fold7,Can I bring a snake?,"['request_info', 'pets']",bring a snake,bring a snake
fold7,"no, out of the question",['deny'],out of the question/no,out of the question/no
fold7,"wifi works fine on my phone, but not on my laptop.","['wifi', 'wrong_notworking_notshowing']",wifi/works fine/on my laptop,wifi/not
fold7,A room with kitchen and dining room in it.,['room_ammenities'],kitchen/dining room/room,dining room/kitchen/room
fold7,Does the hotel have fitness facilities?,"['gym', 'request_info']",fitness facilities,fitness facilities
fold7,How much is it exactly again?,['how_much'],exactly again/How much,How much/exactly again
fold7,I lost my wallet in the bar,['lost_stolen'],wallet/lost,lost/wallet
fold7,do you have free parking,"['request_info', 'parking']",free parking,parking/do you have
fold7,I need to make a cancellation. It was for half past 0 p.m. and was for 4 people.,"['cancel_close_leave_freeze', 'booking']",4 people/make a cancellation/half past 0 p.m.,make a cancellation
fold7,"hi this is kaytie, alter hotel reservation for 4 on the 5th of Jan till the 13th","['change', 'booking']",alter hotel reservation/4 on the 5th of Jan till the 13th,hi/5th of Jan till the 13th/alter hotel reservation
fold7,body treatments,['spa'],body treatments,body treatments
fold7,Where can I order steak,"['request_info', 'room_service']",Where can I order steak,order steak
fold7,Can I get a hairdryer,"['room_service', 'make_open_apply_setup_get_activate']",hairdryer,hairdryer/get
fold7,Can I get a towel,"['room_service', 'make_open_apply_setup_get_activate']",Can I get a towel,towel/get
fold7,Can I get a toothbrush,"['room_service', 'make_open_apply_setup_get_activate']",toothbrush,toothbrush/get
fold7,existing booking,"['existing', 'booking']",booking/existing,booking/existing
fold7,At 8pm I have a dinner booking.,"['existing', 'restaurant', 'booking']",dinner booking,dinner booking/8pm
fold7,i need to change a restaurant reservation,"['change', 'restaurant', 'booking']",restaurant reservation/change,restaurant reservation/change
fold7,change the booking to checkout the 26th,"['change', 'booking']",change/booking/checkout the 26th,booking/checkout/change
fold7,Can I get a room for 5 people for 7 nights from May 26,"['booking', 'make_open_apply_setup_get_activate']",room for 5 people/7 nights/May 26,7 nights/May 26/5 people/room
fold7,I want to book a king suite for the night of the 25th,"['make_open_apply_setup_get_activate', 'booking']",night of the 25th/book a king suite,night of the 25th/king suite/book
fold7,I want to book a hotel for two adults and one kid,"['booking', 'make_open_apply_setup_get_activate']",one kid/two adults/book a hotel,book
fold8,Can I check in Sunday between 8 and 10?,"['request_info', 'check_in']",Sunday/check in,check in
fold8,much appreciated,['thank'],much appreciated,much appreciated
fold8,Why did you increase the price of your room service this year?,"['why', 'room_service', 'more_higher_after']",Why/room service/increase the price,increase the price/room service/Why
fold8,How can I check in online on your webpage?,"['how', 'check_in']",check in online/webpage,webpage/check in/online
fold8,We need a room from the 24th to the 4th . We need an accessible room. It is for one adult and one child.,"['booking', 'make_open_apply_setup_get_activate', 'accesibility']",one adult/accessible room/one child,accessible room/24th to the 4th/room
fold8,"That's right, I'd like to change it and check in 2 days at 0:10.","['acknowledge', 'change', 'check_in']",change/check in 2 days/0:10,check in/change
fold8,see you soon,['end_call'],see/you/soon,see you soon
fold8,"hi, jamesha hamlett here, i have an spa slot booked at 0:10 a.m. and i need to cancel it","['greet', 'spa', 'booking', 'cancel_close_leave_freeze']",0:10 a.m./spa slot booked/hi/cancel,hi/cancel it/spa slot
fold8,get me your manager on the line,['handoff'],your manager/get me,get me your manager
fold8,Is the cost lower if I book for 5 nights?,"['request_info', 'booking', 'less_lower_before']",Is the cost lower/book for 5 nights,lower/book
fold8,what time does the pool close?,"['when', 'swimming_pool']",close/pool,what time/close/pool
fold8,I slept in a bit and will not have to check out late. Is that ok?,"['request_info', 'check_out', 'more_higher_after']",not have to/slept in,check out
fold8,"That's right, I am coming in 3 days with my 3 sons and our dog.","['affirm', 'pets']",3 sons/our dog/3 days,That's right/3 sons/dog/coming in 3 days
fold8,its a new reservation,"['booking', 'new']",new/reservation,reservation/its a/new
fold8,I lost my two dogs at the pool this morning.,"['lost_stolen', 'pets', 'swimming_pool']",dogs/pool/lost,lost/pool
fold8,"no, i never said that, it was for 5 nights!",['deny'],no/5 nights,5 nights/never said that/no
fold8,internet,['wifi'],internet,internet
fold8,the hairdryer is broken,"['room_ammenities', 'wrong_notworking_notshowing']",hairdryer/broken,broken
fold8,I want to get an extra towel,"['room_ammenities', 'make_open_apply_setup_get_activate']",extra towel,get/extra towel
fold8,I want to get an extra toothbrush,"['room_ammenities', 'make_open_apply_setup_get_activate']",extra toothbrush,extra toothbrush/get
fold8,I want to get an extra hairdryer,"['room_ammenities', 'make_open_apply_setup_get_activate']",hairdryer/extra,hairdryer/get
fold8,I want to get an extra blanket,"['room_ammenities', 'make_open_apply_setup_get_activate']",extra blanket,extra blanket/get
fold8,I want to get an extra shampoo,"['room_ammenities', 'make_open_apply_setup_get_activate']",extra shampoo,get/extra shampoo
fold8,Where is the gym?,"['request_info', 'gym']",gym,gym/Where
fold8,whats the price of a manicure,"['how_much', 'spa']",manicure,whats the price/manicure
fold8,i've lost my wallet,['lost_stolen'],wallet/lost,lost/wallet
fold8,I want to park the 2nd of August at 21 35 in the night,['parking'],21 35/2nd of August/park,2nd of August/park
fold8,let me book for tonight,"['booking', 'make_open_apply_setup_get_activate']",book/for tonight,book for tonight
fold8,Kindly cancel the lunch booking for 4 at 11:45 am under kasha.,"['cancel_close_leave_freeze', 'booking', 'restaurant']",lunch booking/kasha/11:45 am/cancel,cancel/booking
fold8,"natonya here, change reservation for 3 adults and 5 children","['change', 'booking']",change reservation/3 adults and 5 children,reservation/change
fold8,is there a steam room,"['spa', 'request_info']",is there/steam room,steam room
fold8,"Hi, got a question about the room service menu","['request_info', 'room_service']",room service menu,Hi/room service
fold8,Can I get some food up to me please,['room_service'],up to me please/get some food,get some food up to me
fold8,it's an existing booking,"['booking', 'existing']",booking/existing,booking/existing
fold8,My table is booked for 3 of us at 17 30 in 2 days,"['existing', 'restaurant', 'booking']",3 of us/booked/17 30,booked/table
fold8,Reserve a table in the restaurant for 5 people for 2 00 afternoon,"['make_open_apply_setup_get_activate', 'restaurant', 'booking']",5 people/Reserve a table/restaurant/2 00 afternoon,restaurant/Reserve
fold8,"I want to shift my booking to next Tuesday, I'll be coming around 9:45 in the evening.","['change', 'booking']",next Tuesday/9:45 in the evening/shift my booking,shift my booking/next Tuesday/9:45 in the evening
fold8,can I upgrade a reservation to a premium suite,"['change', 'booking']",premium suite/reservation/upgrade,reservation/upgrade
fold8,This booking is for my nephew only.,['booking'],nephew,booking
fold8,9 adults looking for a double room for nights from 5 to 23 January,"['booking', 'make_open_apply_setup_get_activate']",nights/double room/5 to 23 January/9 adults,double room/nights from 5 to 23 January
fold8,I would like to stay from the 12th to the 17th if possible.,"['make_open_apply_setup_get_activate', 'booking']",17th/stay/12th,stay from the 12th to the 17th
fold8,I need to make a reservation for my mom,"['make_open_apply_setup_get_activate', 'booking']",make a reservation,make/reservation
fold9,I thought that breakfast starts at 7!,['restaurant'],breakfast,starts at 7/breakfast
fold9,"thats all, thank you","['thank', 'end_call']",thats all/thank you,thats all/thank you
fold9,"there is a huge mess in my room, can you come and clean it asap?",['housekeeping'],clean/mess,clean/asap
fold9,how long does a pedicure take?,"['how_long', 'spa']",pedicure/how long,how long
fold9,is the restaurant adapted to people with reduced mobility?,"['request_info', 'restaurant', 'accesibility']",restaurant/adapted to people with reduced mobility,adapted to people with reduced mobility/restaurant
fold9,don't really know that,['dont_know'],don't really know,don't really know/that
fold9,Repeat,['repeat'],Repeat,Repeat
fold9,hi can i make a spa booking for Tuesday at 10 past 16 for 2 people,"['greet', 'make_open_apply_setup_get_activate', 'spa', 'booking']",spa booking/Tuesday/10 past 16/2 people,hi/make a spa booking/spa
fold9,"yeah, I want to speak to the reception.","['affirm', 'handoff']",speak to the reception,yeah/speak to the reception
fold9,I wish to check out at your earliest convenience.,"['make_open_apply_setup_get_activate', 'check_out', 'less_lower_before']",check out,check out
fold9,I want a check in after 23:15,"['check_in', 'more_higher_after']",check in/after 23:15,check in/after 23:15
fold9,When do I have to tell you the exact number of people coming?,['when'],When,When/exact number of people
fold9,"I might be slightly late for my dinner reservation, please delay it to 10:10 in the morning.","['restaurant', 'booking', 'more_higher_after', 'change']",delay/dinner reservation/late/10:10 in the morning,dinner reservation/delay/10:10 in the morning
fold9,i haven't done a reservation before,"['new', 'booking']",haven't done/before/reservation,haven't done a reservation before
fold9,what is the location of the pool,"['request_info', 'swimming_pool']",location/pool,location/pool
fold9,what is your pet policy,"['request_info', 'pets']",pet policy,pet/policy
fold9,definitely not,['deny'],not/definitely,definitely not
fold9,The WiFi isn't working,"['wifi', 'wrong_notworking_notshowing']",isn't working/WiFi,WiFi/isn't working
fold9,ac is totally broken,"['room_ammenities', 'wrong_notworking_notshowing']",totally broken/ac,broken
fold9,"1 room, for me only but with ac system please.",['room_ammenities'],1 room/but with ac system please/for me only,ac system/for me only/1 room
fold9,i think i forgot my phone in the gym,"['lost_stolen', 'gym']",gym,gym/forgot my phone
fold9,how much is dinner?,"['how_much', 'restaurant']",how much/dinner,how much/dinner
fold9,i can't seem to find my watch,['lost_stolen'],watch/find,watch/can't seem to find
fold9,i'd like to hear about overnight parking,"['request_info', 'parking']",overnight parking,hear about/overnight parking
fold9,keep that booking under greogry for the next 24 hours please!,"['make_open_apply_setup_get_activate', 'booking']",next 24 hours/booking,greogry/next 24 hours/booking
fold9,"I am ashok arwood, I need to cancel my 6 55 morning restaurant reservation","['cancel_close_leave_freeze', 'restaurant', 'booking']",restaurant reservation/morning/cancel,cancel/restaurant reservation
fold9,I already made a booking under the same name.,"['booking', 'existing']",booking/under the same name,booking
fold9,Does room service also works if I order something to spa?,"['room_service', 'spa', 'request_info']",room service/order something to spa,room service/spa
fold9,Would 25 past 1 p.m. be okay,['request_info'],25 past 1 p.m.,25 past 1 p.m.
fold9,Room service order to room 1032,"['room_service', 'make_open_apply_setup_get_activate']",Room service/room 1032,Room service/room 1032
fold9,Ive got a reservation for 2 nights starting on 23rd of Feb,"['existing', 'booking']",2 nights/reservation/starting on 23rd of Feb,2 nights/reservation/23rd of Feb
fold9,I'd like to book a table at the hotel restaurant for the two of us.,"['make_open_apply_setup_get_activate', 'restaurant', 'booking']",book a table/restaurant,restaurant/book
fold9,change booking,"['change', 'booking']",change/booking,booking/change
fold9,change dates of a room booking,"['change', 'booking']",change dates/room booking,room booking/change dates
fold9,"Please could I book a room for 4 people, 2 nights, 23rd Mar?","['booking', 'make_open_apply_setup_get_activate']",book a room/4 people/23rd Mar/2 nights,23rd Mar/2 nights/4 people/book a room
fold9,"Can I get a honeymoon suite from now until next Tuesday, just for one?","['make_open_apply_setup_get_activate', 'booking']",from now until next Tuesday/just for one/honeymoon suite,honeymoon suite/next Tuesday/get
fold9,book in 2 days for 2 nights,"['booking', 'make_open_apply_setup_get_activate']",book/2 nights/2 days,2 days/2 nights/book
fold10,We'll check out around 25 past 22 night on Friday.,['check_out'],Friday/check out/25 past 22 night,check out/around 25 past 22 night
fold10,"I've got no more questions about that booking, thanks!","['booking', 'thank']",about that booking/no more questions/thanks,no more questions/thanks/booking
fold10,please send housekeeping,['housekeeping'],housekeeping,send/housekeeping
fold10,how long can I stay at the gym?,"['how_long', 'gym']",how long/stay at the gym,how long/gym
fold10,i need to use the spa but I am a disabled person,"['spa', 'accesibility']",spa/disabled person,disabled person/spa
fold10,i am still deciding how many nights i want to stay,['dont_know'],i want to stay/how many nights,want to stay/how many nights
fold10,gotta get going,['end_call'],gotta/get going,get going
fold10,"Hi, I checked out yesterday, and it seems that I lost my credit card somewhere in the room.","['greet', 'check_out', 'lost_stolen']",Hi/lost my credit card,Hi/lost/checked out/room/credit card
fold10,i need to check in before 11:00,"['check_in', 'less_lower_before']",before 11:00/check in,check in/before
fold10,what time does check in finish?,"['when', 'check_in']",check in,what time/check in
fold10,when do you start serving dinner?,"['when', 'restaurant']",when/start serving dinner,serving dinner/when
fold10,can I stay in the pool after 8:10 evening,"['request_info', 'swimming_pool', 'more_higher_after']",pool/stay/after 8:10 evening,after 8:10 evening/stay in the pool
fold10,"Correct, one room without kitchen.","['affirm', 'room_ammenities']",Correct/one room without kitchen,Correct/one room without kitchen
fold10,a new one,['new'],new,new
fold10,Is it ok if I bring some pets,"['pets', 'request_info']",pets,pets
fold10,"no, it's my wife coming with two kids, the name is Maria Stone.",['deny'],Maria Stone/two kids/wife,wife/kids/name/no
fold10,is there wi-fi in the room?,"['request_info', 'wifi']",in the room/wi,room/wi
fold10,the TV is not showing any channel,"['room_ammenities', 'wrong_notworking_notshowing']",TV/not showing any channel,channel/not showing
fold10,Is the gym open yet?,"['request_info', 'gym']",open/gym/yet,gym/open
fold10,how much does a single room cost?,['how_much'],a single room/how much,cost/how much/single room
fold10,I might have forgotten my wallet in the lobby,['lost_stolen'],wallet/lobby/forgotten,forgotten my wallet/lobby
fold10,how far away is the parking lot,"['request_info', 'parking']",how far away/parking lot,parking lot/how far
fold10,I need to leave my car at the hotel for 45 minutes.,['parking'],leave my car/45 minutes,leave my car
fold10,I need to cancel the manicure i booked for tomorrow,"['cancel_close_leave_freeze', 'spa', 'booking']",booked for tomorrow/manicure/cancel,cancel/manicure i booked/tomorrow
fold10,"I want to cancel my dinner reservation, the name is emelda cerezo.","['cancel_close_leave_freeze', 'restaurant', 'booking']",dinner reservation/cancel,cancel/dinner reservation
fold10,i had a massage booked massage for Jun 2nd at 12 30,"['booking', 'existing', 'spa']",massage booked/Jun 2nd,booked/massage/Jun 2nd at 12 30
fold10,do you have chinese restaurants onsite,"['request_info', 'restaurant']",chinese restaurants,onsite/chinese restaurants
fold10,in-room dining,['room_service'],in,in
fold10,Ive booked a 3 night stay at the hotel from 16 June,"['existing', 'booking']",3 night stay/16 June/booked,booked/16 June/3 night stay/hotel
fold10,I have a dinner reservation for 7:30pm,"['existing', 'booking', 'restaurant']",dinner reservation/7:30pm,dinner reservation/7:30pm
fold10,book for lunch at around 1 pm,"['make_open_apply_setup_get_activate', 'restaurant', 'booking']",book/lunch/1 pm,1 pm/lunch/book
fold10,I want to modify my reservation,"['change', 'booking']",modify/reservation,modify/reservation
fold10,Can I change the number of double rooms to 3?,['change'],change/number of double rooms,double rooms/number/change
fold10,A room for one for one night on the 9 Dec,"['make_open_apply_setup_get_activate', 'booking']",A room for one/one night,9 Dec/one night/room
fold10,We are a party of 4 adults wanting to stay from the 7th to 9th inclusive in your best room,"['booking', 'make_open_apply_setup_get_activate']",best room/party of 4 adults/stay from the 7th to 9th inclusive,party of 4 adults/stay from the 7th to 9th inclusive/best room
fold10,I'd like a single room with bed and breakfast on the 11th of Mar,"['make_open_apply_setup_get_activate', 'booking']",11th of Mar/bed and breakfast/single room,11th of Mar/bed and breakfast/single room
fold10,Can you provide me with 3 nights accommodation,"['booking', 'make_open_apply_setup_get_activate']",3 nights/accommodation,3 nights accommodation
fold11,why can't I get a refund?,"['why', 'refund', 'wrong_notworking_notshowing']",can't I get a refund/why,refund/why/get
fold11,when does housekeeping usually come in the mornings?,"['when', 'housekeeping']",when/housekeeping,housekeeping/when
fold11,what is the minimum staying time for the honeymoon suite,"['less_lower_before', 'limits', 'how_long']",minimum staying time/honeymoon suite,honeymoon suite/staying time/minimum
fold11,Is it possible to access the gym in a wheelchair?,"['request_info', 'accesibility', 'gym']",access the gym,gym/access
fold11,no idea man,['dont_know'],no idea/man,no idea
fold11,Have a good one!,['end_call'],Have a good one,good one
fold11,"Hi, it's katty calling, can I speak with your manager?","['greet', 'handoff']",can I speak with your manager?/Hi,can I speak with your manager/Hi
fold11,what time does check in start?,"['check_in', 'when']",check in/start,check in/start
fold11,is it possible to check out after 8:00 evening?,"['request_info', 'check_out', 'more_higher_after']",after 8:00 evening/check out,check out/after 8:00 evening
fold11,Is it possible to upgrade my booking to add some more people?,"['change', 'booking', 'existing', 'more_higher_after']",add some more people/booking/upgrade,add some more people/upgrade/booking
fold11,yes new reservation,"['booking', 'affirm', 'new']",yes/new reservation,reservation/new/yes
fold11,I want to bring my dogs to the pool,"['pets', 'swimming_pool']",pool/dogs,dogs/pool
fold11,"No, instead i want my booking to be at 5 10 p.m.","['deny', 'booking', 'change']",booking,No/booking
fold11,I can't seem to connect to the wifi.,"['wifi', 'wrong_notworking_notshowing']",connect/wifi,connect to the wifi
fold11,phone in the room doesn't work,"['room_ammenities', 'wrong_notworking_notshowing']",in the room/doesn't work/phone,phone doesn't work
fold11,could I get a pc monitor in my room,"['make_open_apply_setup_get_activate', 'room_ammenities']",pc monitor/my room,monitor/get
fold11,Can I lift weights?,"['gym', 'request_info']",lift weights,lift weights
fold11,how much does parking cost,"['how_much', 'parking']",parking/cost,how much/parking
fold11,i'd like to order some food to room 237.,"['room_service', 'make_open_apply_setup_get_activate']",room 237/order/food,room 237/order some food
fold11,I have a guest here who needs to check lost and found please,['lost_stolen'],check lost and found/guest,lost/check
fold11,"I can't find the fob for my room, it's just gone.",['lost_stolen'],fob/my room,fob/my room
fold11,Is there any free parking close to the spa?,"['request_info', 'parking', 'spa']",free parking/close to the spa,free parking/spa
fold11,is in-room dining still available late at night,"['request_info', 'room_service']",available late at night/in,in/late at night
fold11,cancel the massage booking under hayward rhyne,"['cancel_close_leave_freeze', 'booking', 'spa']",massage booking/cancel,cancel/booking
fold11,amend hotel reservation under kyonna to include 9 kids,"['change', 'booking']",amend/kyonna/include 9 kids/hotel reservation,under kyonna/amend/9 kids/hotel reservation
fold11,i have booked the spa for later today,"['existing', 'booking', 'spa']",later today/booked the spa,booked/spa
fold11,where are the restaurants,"['request_info', 'restaurant']",restaurants,restaurants/where
fold11,Bring some wine to my room in 45 minutes!,"['room_service', 'make_open_apply_setup_get_activate']",wine/45 minutes/my room,45 minutes/my room
fold11,i already have one,['existing'],have one/already,have
fold11,book a table in the restaurant at 8:00 p.m.,"['booking', 'restaurant']",book a table/restaurant/8:00 p.m.,restaurant/book
fold11,6 of us will be meeting in front of the restaurant at 6:55 in the afternoon.,['restaurant'],meeting/6:55/restaurant,restaurant
fold11,I want to change my booking to 9 adults,"['change', 'booking']",change/booking,booking/change
fold11,Can I book from the 24th to the 25th for two people?,"['booking', 'make_open_apply_setup_get_activate']",book/from the 24th to the 25th/two people,two people/the 24th to the 25th/book
fold11,I want to reserve a room for in 5 days,"['booking', 'make_open_apply_setup_get_activate']",in 5 days/reserve a room,in 5 days/reserve/room
fold11,I would like to book a hotel for 1 nights for 8 adults in three rooms for Wednesday to Thursday so we can go drinking,"['make_open_apply_setup_get_activate', 'booking']",Wednesday to Thursday/three rooms/book a hotel/8 adults/1 night/go drinking,book/Wednesday to Thursday/hotel/1 nights/three rooms/8 adults
fold11,I'm trying to come in today,"['booking', 'make_open_apply_setup_get_activate']",come in/today,come in/today
fold12,can I have dinner delivered to my room between 8 and 9?,['room_service'],dinner delivered to my room/between 8 and 9,between 8 and 9/dinner delivered to my room
fold12,how can I ask for a refund?,"['how', 'refund']",ask for a refund/how,ask for a refund/how
fold12,I'd very much like to have a chat with some of your cleaners directly.,"['handoff', 'housekeeping']",chat,directly/chat/cleaners
fold12,how long will the gym be closed?,"['how_long', 'gym', 'wrong_notworking_notshowing']",closed/how long/gym,how long/gym
fold12,"my wife is disabled, so I hope there won't be any problems with that.",['accesibility'],disabled,disabled
fold12,"He's not sure yet, but probably on Saturday next week",['dont_know'],Saturday next week/not sure yet,not sure yet/Saturday next week
fold12,goodbye then,['end_call'],goodbye,goodbye then
fold12,is it possible to book the restaurant for dinner before 7:00pm?,"['less_lower_before', 'booking', 'restaurant', 'request_info']",book/before 7:00pm/restaurant/dinner,restaurant/before/book
fold12,can i check in in the morning,"['request_info', 'check_in']",check in/morning,in the morning/check in
fold12,when does the restaurant open for breakfast?,"['restaurant', 'when']",restaurant open for breakfast/when,restaurant/when
fold12,anything free after the 28th?,"['request_info', 'more_higher_after']",after the 28th/anything/free,after/the 28th/free
fold12,"Yes, yes, it's a 3 night stay for 4.","['affirm', 'existing', 'booking']",3 night stay/Yes,3 night stay/Yes
fold12,new,['new'],new,new
fold12,is there a pool on site,"['request_info', 'swimming_pool']",on site/pool,pool
fold12,What's your policy with cats?,"['request_info', 'pets']",policy/cats/existing (from policy)2. pets (from cats),cats
fold12,no way Jose!,['deny'],no way,way/no
fold12,I want faster WiFi.,['wifi'],faster WiFi,faster WiFi
fold12,"sorry to bug you, but the tv in my room stopped working all of a sudden.","['wrong_notworking_notshowing', 'room_ammenities']",all of a sudden/stopped working/tv,sorry to bug you/tv in my room stopped working
fold12,is tv also covering foreign programme?,"['request_info', 'room_ammenities']",foreign programme/tv,foreign/programme
fold12,I think I lost my card to access the gym.,"['gym', 'lost_stolen']",card/access the gym/lost,lost/gym/card
fold12,how much is one double room for 2 adults and 2 children for 7 nights from Thursday,['how_much'],one double room/Thursday/7 nights/2 adults and 2 children/how much,from Thursday/2 adults and 2 children/7 nights/how much/double room
fold12,I'd very much like to book these 2 for tonight right now.,"['make_open_apply_setup_get_activate', 'booking']",book/tonight,tonight/book
fold12,my son's computer got stolen yesterday while we were in the spa!,"['lost_stolen', 'spa']",spa/stolen,stolen/spa
fold12,i want to leave my car here overnight,['parking'],leave my car/overnight,leave/overnight/car
fold12,"sincere apologies but I won't be able to come for dinner this evening, please just cancel that.","['restaurant', 'booking', 'cancel_close_leave_freeze']",won't be able to come for dinner this evening/sincere apologies,cancel
fold12,I want to close my rewards program as I am not using it at all.,['cancel_close_leave_freeze'],not using it at all/close my rewards program,rewards program/close
fold12,where can i get skin renewal therapies,"['request_info', 'spa']",skin renewal therapies,skin renewal therapies/get
fold12,Has my luggage arrived from the airport? I really need my laptop.,['request_info'],my laptop/Has my luggage arrived,arrived/luggage
fold12,I want to order food,"['room_service', 'make_open_apply_setup_get_activate']",order food,order/food
fold12,I'm booked to stay in the hotel from 20th to 24th of Mar,"['existing', 'booking']",20th to 24th of Mar/booked/stay in the hotel,20th/24th/booked to stay
fold12,I want to book a table at 17:05 in the afternoon for 1 people.,"['make_open_apply_setup_get_activate', 'booking', 'restaurant']",1 people/book a table/afternoon/17:05,table/17:05/book
fold12,I need to amend my booking,"['change', 'booking']",amend/booking,amend/booking
fold12,I need to change my reservation,"['change', 'booking']",change/reservation,reservation/change
fold12,I need to change my booking,"['change', 'booking']",change/booking,booking/change
fold12,I need to amend my reservation,"['change', 'booking']",amend/my reservation,amend/reservation
fold12,I need to modify my reservation,"['change', 'booking']",modify/reservation/change (for modify)2. booking (for reservation),modify/reservation
fold12,I need to modify,['change'],modify,modify
fold12,We need a room for two adults and one toddler,"['make_open_apply_setup_get_activate', 'booking']",two adults/one toddler/room,room
fold12,A 2 bedroom suite for 4 adults. The room must be available from Tuesday to Wednesday,"['make_open_apply_setup_get_activate', 'booking']",2 bedroom suite/available from Tuesday to Wednesday/4 adults,from Tuesday to Wednesday/2 bedroom suite/4 adults
fold12,"We are looking to stay from 16th June to the 19th June for 3 nights. It’s for two adults, one child and a baby","['make_open_apply_setup_get_activate', 'booking']","two adults, one child and a baby/3 nights/stay from 16th June to the 19th June","3 nights/two adults, one child and a baby/16th June to the 19th June/stay"
fold12,I'd like to unlock this rewards programme that you offer.,['make_open_apply_setup_get_activate'],rewards programme/unlock,rewards programme/unlock
fold12,hotel reservation,['booking'],hotel reservation,hotel/reservation
fold12,Could we please push the check out time to this afternoon please?,"['check_out', 'change']",check out time/this afternoon,this afternoon/check out time
fold13,"I cancelled my booking 9 days ago, and still no refund...","['wrong_notworking_notshowing', 'booking', 'refund']",booking/cancelled/refund,cancelled my booking/no refund
fold13,My room wasn't cleaned today!,"['wrong_notworking_notshowing', 'housekeeping']",wasn't cleaned/room/today,wasn't cleaned/room
fold13,How long do I need to wait before you confirm this booking?,"['how_long', 'booking']",confirm this booking/How long,How long/confirm/booking
fold13,Is there a toilet adapted for people in wheelchairs?,"['request_info', 'accesibility']",toilet/people in wheelchairs,toilet/adapted for people in wheelchairs
fold13,"I don't remember exactly, but I think it was Sunday 2 Jun.",['dont_know'],Sunday/2 Jun/I don't remember exactly,Sunday 2 Jun/I don't remember exactly/I think
fold13,Say it again if that's okay,['repeat'],Say it again,Say it again/if that's okay
fold13,to confirm my room they couldn't find it do you have a one someone there to talk to,"['handoff', 'existing', 'booking']",do you have someone there to talk to/couldn't find it/confirm my room,someone there to talk to/confirm/couldn't find it/do you have a/room
fold13,can i check in earlier?,"['request_info', 'check_in', 'less_lower_before']",check in/earlier,check in/earlier
fold13,We'll be checking in at different times on Tuesday.,['check_in'],checking in/Tuesday/different times,Tuesday/checking in
fold13,when does the gym open,"['when', 'gym']",open/gym,gym/open/when
fold13,I'd like to ask whether it's possible to do check out after 11am.,"['request_info', 'check_out']",after 11am/check out,after 11am/check out
fold13,"yeah, increase it to 3 children.","['affirm', 'change', 'more_higher_after']","The intent here can be categorized under `more_higher_after`, which relates to increasing or adding more of something.Therefore, the identified intent for the query yeah, increase it to 3 children is `/increase it to 3 children",yeah/increase
fold13,new one,['new'],one/new,new
fold13,new one please,['new'],one/please/new,new
fold13,i want to go swimming,['swimming_pool'],i want to go/swimming,swimming
fold13,"no, we don't have kids or pets.","['deny', 'pets']",we don't have kids or pets/no,kids/no
fold13,Do I have to pay for WiFi?,"['how_much', 'wifi']",pay/WiFi,WiFi/pay
fold13,it seems that electricity is down,['wrong_notworking_notshowing'],electricity,electricity is down
fold13,"Room from 29th to 14th for 2 adults and one child, we need a cot bed","['make_open_apply_setup_get_activate', 'booking', 'room_ammenities']",2 adults and one child/29th to 14th/Room/cot bed,Room/29th to 14th/cot bed/2 adults and one child
fold13,And what about gyms and spas?,"['request_info', 'gym', 'spa']",gyms/spas,gyms/spas
fold13,What's the typical cost of lunch menu for 1 of us?,"['how_much', 'restaurant']",lunch menu/typical cost,typical cost
fold13,I have lost my cloth,['lost_stolen'],lost,lost
fold13,Is there parking at the hotel?,"['request_info', 'parking']",parking/hotel,parking
