fold,text,intents,intent_span,intent_span_4o
fold8,"That's right, I'd like to change it and check in 2 days at 0:10.","['acknowledge', 'change']",change/check in 2 days/0:10,check in/change
fold8,see you soon,['end_call'],see/you/soon,see you soon
fold8,"hi, jamesha hamlett here, i have an spa slot booked at 0:10 a.m. and i need to cancel it","['greet', 'cancel_close_leave_freeze']",0:10 a.m./spa slot booked/hi/cancel,hi/cancel it/spa slot
fold8,get me your manager on the line,['handoff'],your manager/get me,get me your manager
fold8,Is the cost lower if I book for 5 nights?,"['request_info', 'less_lower_before']",Is the cost lower/book for 5 nights,lower/book
fold8,what time does the pool close?,['when'],close/pool,what time/close/pool
fold8,I slept in a bit and will not have to check out late. Is that ok?,"['request_info', 'more_higher_after']",not have to/slept in,check out
fold8,"That's right, I am coming in 3 days with my 3 sons and our dog.",['affirm'],3 sons/our dog/3 days,That's right/3 sons/dog/coming in 3 days
fold8,its a new reservation,['new'],new/reservation,reservation/its a/new
fold8,I lost my two dogs at the pool this morning.,['lost_stolen'],dogs/pool/lost,lost/pool
fold8,"no, i never said that, it was for 5 nights!",['deny'],no/5 nights,5 nights/never said that/no
fold8,the hairdryer is broken,['wrong_notworking_notshowing'],hairdryer/broken,broken
fold8,I want to get an extra towel,['make_open_apply_setup_get_activate'],extra towel,get/extra towel
fold8,I want to get an extra toothbrush,['make_open_apply_setup_get_activate'],extra toothbrush,extra toothbrush/get
fold8,I want to get an extra hairdryer,['make_open_apply_setup_get_activate'],hairdryer/extra,hairdryer/get
fold8,I want to get an extra blanket,['make_open_apply_setup_get_activate'],extra blanket,extra blanket/get
fold8,I want to get an extra shampoo,['make_open_apply_setup_get_activate'],extra shampoo,get/extra shampoo
fold8,Where is the gym?,['request_info'],gym,gym/Where
fold8,whats the price of a manicure,['how_much'],manicure,whats the price/manicure
fold8,i've lost my wallet,['lost_stolen'],wallet/lost,lost/wallet
fold8,let me book for tonight,['make_open_apply_setup_get_activate'],book/for tonight,book for tonight
fold8,Kindly cancel the lunch booking for 4 at 11:45 am under kasha.,['cancel_close_leave_freeze'],lunch booking/kasha/11:45 am/cancel,cancel/booking
fold8,"natonya here, change reservation for 3 adults and 5 children",['change'],change reservation/3 adults and 5 children,reservation/change
fold8,is there a steam room,['request_info'],is there/steam room,steam room
fold8,"Hi, got a question about the room service menu",['request_info'],room service menu,Hi/room service
fold8,it's an existing booking,['existing'],booking/existing,booking/existing
fold8,My table is booked for 3 of us at 17 30 in 2 days,['existing'],3 of us/booked/17 30,booked/table
fold8,Reserve a table in the restaurant for 5 people for 2 00 afternoon,['make_open_apply_setup_get_activate'],5 people/Reserve a table/restaurant/2 00 afternoon,restaurant/Reserve
fold8,"I want to shift my booking to next Tuesday, I'll be coming around 9:45 in the evening.",['change'],next Tuesday/9:45 in the evening/shift my booking,shift my booking/next Tuesday/9:45 in the evening
fold8,can I upgrade a reservation to a premium suite,['change'],premium suite/reservation/upgrade,reservation/upgrade
fold8,9 adults looking for a double room for nights from 5 to 23 January,['make_open_apply_setup_get_activate'],nights/double room/5 to 23 January/9 adults,double room/nights from 5 to 23 January
fold8,I would like to stay from the 12th to the 17th if possible.,['make_open_apply_setup_get_activate'],17th/stay/12th,stay from the 12th to the 17th
fold8,I need to make a reservation for my mom,['make_open_apply_setup_get_activate'],make a reservation,make/reservation
fold9,"thats all, thank you","['thank', 'end_call']",thats all/thank you,thats all/thank you
fold9,how long does a pedicure take?,['how_long'],pedicure/how long,how long
fold9,is the restaurant adapted to people with reduced mobility?,['request_info'],restaurant/adapted to people with reduced mobility,adapted to people with reduced mobility/restaurant
fold9,don't really know that,['dont_know'],don't really know,don't really know/that
fold9,Repeat,['repeat'],Repeat,Repeat
fold9,hi can i make a spa booking for Tuesday at 10 past 16 for 2 people,"['greet', 'make_open_apply_setup_get_activate']",spa booking/Tuesday/10 past 16/2 people,hi/make a spa booking/spa
fold9,"yeah, I want to speak to the reception.","['affirm', 'handoff']",speak to the reception,yeah/speak to the reception
fold9,I wish to check out at your earliest convenience.,"['make_open_apply_setup_get_activate', 'less_lower_before']",check out,check out
fold9,I want a check in after 23:15,['more_higher_after'],check in/after 23:15,check in/after 23:15
fold9,When do I have to tell you the exact number of people coming?,['when'],When,When/exact number of people
fold9,"I might be slightly late for my dinner reservation, please delay it to 10:10 in the morning.","['more_higher_after', 'change']",delay/dinner reservation/late/10:10 in the morning,dinner reservation/delay/10:10 in the morning
fold9,i haven't done a reservation before,['new'],haven't done/before/reservation,haven't done a reservation before
fold9,what is the location of the pool,['request_info'],location/pool,location/pool
fold9,what is your pet policy,['request_info'],pet policy,pet/policy
fold9,definitely not,['deny'],not/definitely,definitely not
fold9,The WiFi isn't working,['wrong_notworking_notshowing'],isn't working/WiFi,WiFi/isn't working
fold9,ac is totally broken,['wrong_notworking_notshowing'],totally broken/ac,broken
fold9,i think i forgot my phone in the gym,['lost_stolen'],gym,gym/forgot my phone
fold9,how much is dinner?,['how_much'],how much/dinner,how much/dinner
fold9,i can't seem to find my watch,['lost_stolen'],watch/find,watch/can't seem to find
fold9,i'd like to hear about overnight parking,['request_info'],overnight parking,hear about/overnight parking
fold9,keep that booking under greogry for the next 24 hours please!,['make_open_apply_setup_get_activate'],next 24 hours/booking,greogry/next 24 hours/booking
fold9,"I am ashok arwood, I need to cancel my 6 55 morning restaurant reservation",['cancel_close_leave_freeze'],restaurant reservation/morning/cancel,cancel/restaurant reservation
fold9,I already made a booking under the same name.,['existing'],booking/under the same name,booking
fold9,Does room service also works if I order something to spa?,['request_info'],room service/order something to spa,room service/spa
fold9,Would 25 past 1 p.m. be okay,['request_info'],25 past 1 p.m.,25 past 1 p.m.
fold9,Room service order to room 1032,['make_open_apply_setup_get_activate'],Room service/room 1032,Room service/room 1032
fold9,Ive got a reservation for 2 nights starting on 23rd of Feb,['existing'],2 nights/reservation/starting on 23rd of Feb,2 nights/reservation/23rd of Feb
fold9,I'd like to book a table at the hotel restaurant for the two of us.,['make_open_apply_setup_get_activate'],book a table/restaurant,restaurant/book
fold9,change booking,['change'],change/booking,booking/change
fold9,change dates of a room booking,['change'],change dates/room booking,room booking/change dates
fold9,"Please could I book a room for 4 people, 2 nights, 23rd Mar?",['make_open_apply_setup_get_activate'],book a room/4 people/23rd Mar/2 nights,23rd Mar/2 nights/4 people/book a room
fold9,"Can I get a honeymoon suite from now until next Tuesday, just for one?",['make_open_apply_setup_get_activate'],from now until next Tuesday/just for one/honeymoon suite,honeymoon suite/next Tuesday/get
fold9,book in 2 days for 2 nights,['make_open_apply_setup_get_activate'],book/2 nights/2 days,2 days/2 nights/book
fold10,"I've got no more questions about that booking, thanks!",['thank'],about that booking/no more questions/thanks,no more questions/thanks/booking
fold10,how long can I stay at the gym?,['how_long'],how long/stay at the gym,how long/gym
fold10,i am still deciding how many nights i want to stay,['dont_know'],i want to stay/how many nights,want to stay/how many nights
fold10,gotta get going,['end_call'],gotta/get going,get going
fold10,"Hi, I checked out yesterday, and it seems that I lost my credit card somewhere in the room.","['greet', 'lost_stolen']",Hi/lost my credit card,Hi/lost/checked out/room/credit card
fold10,i need to check in before 11:00,['less_lower_before'],before 11:00/check in,check in/before
fold10,what time does check in finish?,['when'],check in,what time/check in
fold10,when do you start serving dinner?,['when'],when/start serving dinner,serving dinner/when
fold10,can I stay in the pool after 8:10 evening,"['request_info', 'more_higher_after']",pool/stay/after 8:10 evening,after 8:10 evening/stay in the pool
fold10,"Correct, one room without kitchen.",['affirm'],Correct/one room without kitchen,Correct/one room without kitchen
fold10,a new one,['new'],new,new
fold10,Is it ok if I bring some pets,['request_info'],pets,pets
fold10,"no, it's my wife coming with two kids, the name is Maria Stone.",['deny'],Maria Stone/two kids/wife,wife/kids/name/no
fold10,is there wi-fi in the room?,['request_info'],in the room/wi,room/wi
fold10,the TV is not showing any channel,['wrong_notworking_notshowing'],TV/not showing any channel,channel/not showing
fold10,Is the gym open yet?,['request_info'],open/gym/yet,gym/open
fold10,how much does a single room cost?,['how_much'],a single room/how much,cost/how much/single room
fold10,I might have forgotten my wallet in the lobby,['lost_stolen'],wallet/lobby/forgotten,forgotten my wallet/lobby
fold10,how far away is the parking lot,['request_info'],how far away/parking lot,parking lot/how far
fold10,I need to cancel the manicure i booked for tomorrow,['cancel_close_leave_freeze'],booked for tomorrow/manicure/cancel,cancel/manicure i booked/tomorrow
fold10,"I want to cancel my dinner reservation, the name is emelda cerezo.",['cancel_close_leave_freeze'],dinner reservation/cancel,cancel/dinner reservation
fold10,i had a massage booked massage for Jun 2nd at 12 30,['existing'],massage booked/Jun 2nd,booked/massage/Jun 2nd at 12 30
fold10,do you have chinese restaurants onsite,['request_info'],chinese restaurants,onsite/chinese restaurants
fold10,Ive booked a 3 night stay at the hotel from 16 June,['existing'],3 night stay/16 June/booked,booked/16 June/3 night stay/hotel
fold10,I have a dinner reservation for 7:30pm,['existing'],dinner reservation/7:30pm,dinner reservation/7:30pm
fold10,book for lunch at around 1 pm,['make_open_apply_setup_get_activate'],book/lunch/1 pm,1 pm/lunch/book
fold10,I want to modify my reservation,['change'],modify/reservation,modify/reservation
fold10,Can I change the number of double rooms to 3?,['change'],change/number of double rooms,double rooms/number/change
fold10,A room for one for one night on the 9 Dec,['make_open_apply_setup_get_activate'],A room for one/one night,9 Dec/one night/room
fold10,We are a party of 4 adults wanting to stay from the 7th to 9th inclusive in your best room,['make_open_apply_setup_get_activate'],best room/party of 4 adults/stay from the 7th to 9th inclusive,party of 4 adults/stay from the 7th to 9th inclusive/best room
fold10,I'd like a single room with bed and breakfast on the 11th of Mar,['make_open_apply_setup_get_activate'],11th of Mar/bed and breakfast/single room,11th of Mar/bed and breakfast/single room
fold10,Can you provide me with 3 nights accommodation,['make_open_apply_setup_get_activate'],3 nights/accommodation,3 nights accommodation
fold11,why can't I get a refund?,"['why', 'wrong_notworking_notshowing']",can't I get a refund/why,refund/why/get
fold11,when does housekeeping usually come in the mornings?,['when'],when/housekeeping,housekeeping/when
fold11,what is the minimum staying time for the honeymoon suite,"['less_lower_before', 'limits', 'how_long']",minimum staying time/honeymoon suite,honeymoon suite/staying time/minimum
fold11,Is it possible to access the gym in a wheelchair?,['request_info'],access the gym,gym/access
fold11,no idea man,['dont_know'],no idea/man,no idea
fold11,Have a good one!,['end_call'],Have a good one,good one
fold11,"Hi, it's katty calling, can I speak with your manager?","['greet', 'handoff']",can I speak with your manager?/Hi,can I speak with your manager/Hi
fold11,what time does check in start?,['when'],check in/start,check in/start
fold11,is it possible to check out after 8:00 evening?,"['request_info', 'more_higher_after']",after 8:00 evening/check out,check out/after 8:00 evening
fold11,Is it possible to upgrade my booking to add some more people?,"['change', 'existing', 'more_higher_after']",add some more people/booking/upgrade,add some more people/upgrade/booking
fold11,yes new reservation,"['affirm', 'new']",yes/new reservation,reservation/new/yes
fold11,"No, instead i want my booking to be at 5 10 p.m.","['deny', 'change']",booking,No/booking
fold11,I can't seem to connect to the wifi.,['wrong_notworking_notshowing'],connect/wifi,connect to the wifi
fold11,phone in the room doesn't work,['wrong_notworking_notshowing'],in the room/doesn't work/phone,phone doesn't work
fold11,could I get a pc monitor in my room,['make_open_apply_setup_get_activate'],pc monitor/my room,monitor/get
fold11,Can I lift weights?,['request_info'],lift weights,lift weights
fold11,how much does parking cost,['how_much'],parking/cost,how much/parking
fold11,i'd like to order some food to room 237.,['make_open_apply_setup_get_activate'],room 237/order/food,room 237/order some food
fold11,I have a guest here who needs to check lost and found please,['lost_stolen'],check lost and found/guest,lost/check
fold11,"I can't find the fob for my room, it's just gone.",['lost_stolen'],fob/my room,fob/my room
fold11,Is there any free parking close to the spa?,['request_info'],free parking/close to the spa,free parking/spa
fold11,is in-room dining still available late at night,['request_info'],available late at night/in,in/late at night
fold11,cancel the massage booking under hayward rhyne,['cancel_close_leave_freeze'],massage booking/cancel,cancel/booking
fold11,amend hotel reservation under kyonna to include 9 kids,['change'],amend/kyonna/include 9 kids/hotel reservation,under kyonna/amend/9 kids/hotel reservation
fold11,i have booked the spa for later today,['existing'],later today/booked the spa,booked/spa
fold11,where are the restaurants,['request_info'],restaurants,restaurants/where
fold11,Bring some wine to my room in 45 minutes!,['make_open_apply_setup_get_activate'],wine/45 minutes/my room,45 minutes/my room
fold11,i already have one,['existing'],have one/already,have
fold11,I want to change my booking to 9 adults,['change'],change/booking,booking/change
fold11,Can I book from the 24th to the 25th for two people?,['make_open_apply_setup_get_activate'],book/from the 24th to the 25th/two people,two people/the 24th to the 25th/book
fold11,I want to reserve a room for in 5 days,['make_open_apply_setup_get_activate'],in 5 days/reserve a room,in 5 days/reserve/room
fold11,I would like to book a hotel for 1 nights for 8 adults in three rooms for Wednesday to Thursday so we can go drinking,['make_open_apply_setup_get_activate'],Wednesday to Thursday/three rooms/book a hotel/8 adults/1 night/go drinking,book/Wednesday to Thursday/hotel/1 nights/three rooms/8 adults
fold11,I'm trying to come in today,['make_open_apply_setup_get_activate'],come in/today,come in/today
fold12,how can I ask for a refund?,['how'],ask for a refund/how,ask for a refund/how
fold12,I'd very much like to have a chat with some of your cleaners directly.,['handoff'],chat,directly/chat/cleaners
fold12,how long will the gym be closed?,"['how_long', 'wrong_notworking_notshowing']",closed/how long/gym,how long/gym
fold12,"He's not sure yet, but probably on Saturday next week",['dont_know'],Saturday next week/not sure yet,not sure yet/Saturday next week
fold12,goodbye then,['end_call'],goodbye,goodbye then
fold12,is it possible to book the restaurant for dinner before 7:00pm?,"['less_lower_before', 'request_info']",book/before 7:00pm/restaurant/dinner,restaurant/before/book
fold12,can i check in in the morning,['request_info'],check in/morning,in the morning/check in
fold12,when does the restaurant open for breakfast?,['when'],restaurant open for breakfast/when,restaurant/when
fold12,anything free after the 28th?,"['request_info', 'more_higher_after']",after the 28th/anything/free,after/the 28th/free
fold12,"Yes, yes, it's a 3 night stay for 4.","['affirm', 'existing']",3 night stay/Yes,3 night stay/Yes
fold12,new,['new'],new,new
fold12,is there a pool on site,['request_info'],on site/pool,pool
fold12,What's your policy with cats?,['request_info'],policy/cats/existing (from policy)2. pets (from cats),cats
fold12,no way Jose!,['deny'],no way,way/no
fold12,"sorry to bug you, but the tv in my room stopped working all of a sudden.",['wrong_notworking_notshowing'],all of a sudden/stopped working/tv,sorry to bug you/tv in my room stopped working
fold12,is tv also covering foreign programme?,['request_info'],foreign programme/tv,foreign/programme
fold12,I think I lost my card to access the gym.,['lost_stolen'],card/access the gym/lost,lost/gym/card
fold12,how much is one double room for 2 adults and 2 children for 7 nights from Thursday,['how_much'],one double room/Thursday/7 nights/2 adults and 2 children/how much,from Thursday/2 adults and 2 children/7 nights/how much/double room
fold12,I'd very much like to book these 2 for tonight right now.,['make_open_apply_setup_get_activate'],book/tonight,tonight/book
fold12,my son's computer got stolen yesterday while we were in the spa!,['lost_stolen'],spa/stolen,stolen/spa
fold12,"sincere apologies but I won't be able to come for dinner this evening, please just cancel that.",['cancel_close_leave_freeze'],won't be able to come for dinner this evening/sincere apologies,cancel
fold12,I want to close my rewards program as I am not using it at all.,['cancel_close_leave_freeze'],not using it at all/close my rewards program,rewards program/close
fold12,where can i get skin renewal therapies,['request_info'],skin renewal therapies,skin renewal therapies/get
fold12,Has my luggage arrived from the airport? I really need my laptop.,['request_info'],my laptop/Has my luggage arrived,arrived/luggage
fold12,I want to order food,['make_open_apply_setup_get_activate'],order food,order/food
fold12,I'm booked to stay in the hotel from 20th to 24th of Mar,['existing'],20th to 24th of Mar/booked/stay in the hotel,20th/24th/booked to stay
fold12,I want to book a table at 17:05 in the afternoon for 1 people.,['make_open_apply_setup_get_activate'],1 people/book a table/afternoon/17:05,table/17:05/book
fold12,I need to amend my booking,['change'],amend/booking,amend/booking
fold12,I need to change my reservation,['change'],change/reservation,reservation/change
fold12,I need to change my booking,['change'],change/booking,booking/change
fold12,I need to amend my reservation,['change'],amend/my reservation,amend/reservation
fold12,I need to modify my reservation,['change'],modify/reservation/change (for modify)2. booking (for reservation),modify/reservation
fold12,I need to modify,['change'],modify,modify
fold12,We need a room for two adults and one toddler,['make_open_apply_setup_get_activate'],two adults/one toddler/room,room
fold12,A 2 bedroom suite for 4 adults. The room must be available from Tuesday to Wednesday,['make_open_apply_setup_get_activate'],2 bedroom suite/available from Tuesday to Wednesday/4 adults,from Tuesday to Wednesday/2 bedroom suite/4 adults
fold12,"We are looking to stay from 16th June to the 19th June for 3 nights. It’s for two adults, one child and a baby",['make_open_apply_setup_get_activate'],"two adults, one child and a baby/3 nights/stay from 16th June to the 19th June","3 nights/two adults, one child and a baby/16th June to the 19th June/stay"
fold12,I'd like to unlock this rewards programme that you offer.,['make_open_apply_setup_get_activate'],rewards programme/unlock,rewards programme/unlock
fold12,Could we please push the check out time to this afternoon please?,['change'],check out time/this afternoon,this afternoon/check out time
fold13,"I cancelled my booking 9 days ago, and still no refund...",['wrong_notworking_notshowing'],booking/cancelled/refund,cancelled my booking/no refund
fold13,My room wasn't cleaned today!,['wrong_notworking_notshowing'],wasn't cleaned/room/today,wasn't cleaned/room
fold13,How long do I need to wait before you confirm this booking?,['how_long'],confirm this booking/How long,How long/confirm/booking
fold13,Is there a toilet adapted for people in wheelchairs?,['request_info'],toilet/people in wheelchairs,toilet/adapted for people in wheelchairs
fold13,"I don't remember exactly, but I think it was Sunday 2 Jun.",['dont_know'],Sunday/2 Jun/I don't remember exactly,Sunday 2 Jun/I don't remember exactly/I think
fold13,Say it again if that's okay,['repeat'],Say it again,Say it again/if that's okay
fold13,to confirm my room they couldn't find it do you have a one someone there to talk to,"['handoff', 'existing']",do you have someone there to talk to/couldn't find it/confirm my room,someone there to talk to/confirm/couldn't find it/do you have a/room
fold13,can i check in earlier?,"['request_info', 'less_lower_before']",check in/earlier,check in/earlier
fold13,when does the gym open,['when'],open/gym,gym/open/when
fold13,I'd like to ask whether it's possible to do check out after 11am.,['request_info'],after 11am/check out,after 11am/check out
fold13,"yeah, increase it to 3 children.","['affirm', 'change', 'more_higher_after']","The intent here can be categorized under `more_higher_after`, which relates to increasing or adding more of something.Therefore, the identified intent for the query yeah, increase it to 3 children is `/increase it to 3 children",yeah/increase
fold13,new one,['new'],one/new,new
fold13,new one please,['new'],one/please/new,new
fold13,"no, we don't have kids or pets.",['deny'],we don't have kids or pets/no,kids/no
fold13,Do I have to pay for WiFi?,['how_much'],pay/WiFi,WiFi/pay
fold13,it seems that electricity is down,['wrong_notworking_notshowing'],electricity,electricity is down
fold13,"Room from 29th to 14th for 2 adults and one child, we need a cot bed",['make_open_apply_setup_get_activate'],2 adults and one child/29th to 14th/Room/cot bed,Room/29th to 14th/cot bed/2 adults and one child
fold13,And what about gyms and spas?,['request_info'],gyms/spas,gyms/spas
fold13,What's the typical cost of lunch menu for 1 of us?,['how_much'],lunch menu/typical cost,typical cost
fold13,I have lost my cloth,['lost_stolen'],lost,lost
fold13,Is there parking at the hotel?,['request_info'],parking/hotel,parking
fold13,I'd like to order some food to our room for tomorrow morning,['make_open_apply_setup_get_activate'],order/tomorrow morning/food,order/food/room
fold13,i need to cancel my pedicure,['cancel_close_leave_freeze'],pedicure/cancel,cancel/pedicure
fold13,"i need my restaurant booking time changed, im johnelle",['change'],restaurant booking time changed/johnelle,restaurant/changed/booking
fold13,do you have a hair salon slot for Saturday at 9:00 a.m.,['make_open_apply_setup_get_activate'],Saturday at 9:00 a.m./hair salon slot,Saturday/hair salon
fold13,what are the restaurant choices,['request_info'],choices/restaurant,restaurant/choices
fold13,Can I get some food up to me please,['make_open_apply_setup_get_activate'],food/get,up to me please/food
fold13,I have a room booking for next Saturday I am going to need to make some changes,"['existing', 'change']",make some changes/next Saturday/room booking,make some changes/room booking
fold13,I have a room booking for next Saturday I am going to need to make some amendments,"['existing', 'change']",room booking/make some amendments,amendments/make/room booking
fold13,a table for my son and my wife and I for 2:55 p.m.,['make_open_apply_setup_get_activate'],table/my wife/I/my son/2:55 p.m.,table/wife/2:55 p.m./son
fold13,I want to change my hotel booking,['change'],hotel booking/change,hotel booking/change
fold13,Can I book from the 26th to the 28th for two people?,['make_open_apply_setup_get_activate'],book/from the 26th to the 28th/for two people,book
fold13,"I need a suite from the 22nd to the 6 July, breakfast included",['make_open_apply_setup_get_activate'],22nd/suite,22nd to the 6 July/breakfast included/suite
fold13,We would like to stay for 8 nights in a double room.,['make_open_apply_setup_get_activate'],double room/stay for 8 nights,double room/8 nights/stay
fold13,I want to stay today,['make_open_apply_setup_get_activate'],stay/today,today/stay
fold14,"Yesterday you charged me for some room service that I didn't order, and I'm still waiting to get my money back...",['wrong_notworking_notshowing'],money back/room service,get my money back/room service
fold14,you should send someone to clean my room very soon.,['make_open_apply_setup_get_activate'],clean my room,clean my room
fold14,how long did I book that room for?,['how_long'],that room/how long/did I book,how long/room/book
fold14,"ok, can I just get some food to my room then","['acknowledge', 'make_open_apply_setup_get_activate']",get some food to my room,get/ok/food to my room
fold14,I cannot remember my room number.,['dont_know'],room number,room number/I cannot remember
fold14,please repeat that,['repeat'],please/repeat that,please repeat that
fold14,could you transfer me to the spa team please,['handoff'],spa/transfer,transfer/spa
fold14,is there any extra cost for arriving earlier than check in time?,"['how_much', 'less_lower_before']",check in time/arriving earlier/extra cost,arriving earlier/check in time/extra cost
fold14,please amend my checkin time to a later date.,"['change', 'more_higher_after']",amend/checkin time/later date,later date/amend/checkin time
fold14,What are the opening hours of the gym?,['when'],opening hours/gym,gym/opening hours
fold14,"please schedule later check out if possible, 12 would be good.","['make_open_apply_setup_get_activate', 'more_higher_after']",would be good/12/schedule later check out,12/later
fold14,"Yes, it goes without saying that the room needs to have a normal bath!",['affirm'],normal bath/Yes,bath/Yes/room
fold14,make me a new one,"['new', 'make_open_apply_setup_get_activate']",make me a new one,make/new
fold14,Where is the pool?,['request_info'],Where/the pool/is,pool
fold14,I have a booking for dinner for 4 today and would like to know if it's okay to bring along my shar-pei.,"['request_info', 'existing']",booking for dinner for 4/bring along my shar/today,bring along my shar/dinner/booking
fold14,nope nope nope,['deny'],nope,nope
fold14,I don't have internet,['wrong_notworking_notshowing'],don't have internet,internet/don't
fold14,How much for a single room with gym access?,['how_much'],gym access/single room/How much,gym/how much/single room
fold14,do you have a lost and found,['lost_stolen'],lost and found,lost/found
fold14,can you recommend a free parking place nearby,['request_info'],free parking place/nearby,recommend/free parking
fold14,Is there any dedicated space to also leave motorcycles overnight?,['request_info'],dedicated space,dedicated space/leave motorcycles overnight
fold14,i'd like to make a spa reservation for tonight,['make_open_apply_setup_get_activate'],for tonight/spa reservation,tonight/make/reservation/spa
fold14,cancel todays pedicure session under duane dietzel,['cancel_close_leave_freeze'],duane dietzel/todays pedicure session/cancel,cancel/pedicure session
fold14,"lekeshia an, for 1:15PM, I made a lunch reservation for a party of 8",['existing'],lekeshia an/lunch reservation/1:15PM/party of 8,party of 8/lunch reservation
fold14,"book a sauna for 2 people, tomorrow at 12",['make_open_apply_setup_get_activate'],tomorrow at 12/2 people/book a sauna,sauna/tomorrow at 12/book
fold14,do you deliver food to the rooms?,['request_info'],do you deliver food to the rooms?,rooms/deliver
fold14,send that package directly to my room,['make_open_apply_setup_get_activate'],directly to my room/send/package,send/directly to my room
fold14,I already have one,['existing'],I already have,already have
fold14,I want a table for 4 people at 10:25 in the morning,['make_open_apply_setup_get_activate'],10:25 in the morning/table for 4 people,table/10:25 in the morning/4 people
fold14,"I have a reservation for 2 people for the 12th of June, can I upgrade it?",['change'],reservation/upgrade,reservation/upgrade
fold14,I want to change my reservation to 3 adults in 2 rooms please,['change'],3 adults/change/2 rooms/reservation,3 adults/2 rooms/change my reservation
fold14,I would like a room with 2 double beds checking in February 14 to 22,['make_open_apply_setup_get_activate'],2 double beds/checking in February 14 to 22/room,checking in/room
fold14,"Have you got any availability between 26th April to 2nd May, for one adult and 2 children for a 6 night stay",['make_open_apply_setup_get_activate'],between 26th April to 2nd May/one adult and 2 children/6 night stay/availability,availability
fold15,how can I book the gym from 4 to 10,['how'],book/from 4 to 10/gym,gym/how/book
fold15,"my wife's sister won't be coming eventually, can we get that room cancelled and reimbursed?",['cancel_close_leave_freeze'],room cancelled/reimbursed,reimbursed/cancelled
fold15,how long can I stay in the gym?,['how_long'],how long/stay in the gym,how long/gym
fold15,"ok, when do I need to check out the latest?","['limits', 'acknowledge', 'when', 'more_higher_after']",when do I need to check out,check out/ok/when
fold15,I dont know how many people we will be,['dont_know'],how many people/dont know,dont know/how many people
fold15,see you soon,['end_call'],see you soon,see you soon
fold15,what did you say?,['repeat'],what did you say?,what did you say
fold15,spa team please,['handoff'],team/spa,please/spa
fold15,"change my lunch reservation, we will be one person less","['change', 'less_lower_before']",change my lunch reservation/one person less,one person less/lunch reservation/change
fold15,Could I check in at 4 please?,['request_info'],check in/at 4/Could I,check in/at 4
fold15,When do I have to confirm the number of people coming to the dinner?,['when'],When/confirm the number of people coming to the dinner,When/confirm/number of people
fold15,I'd like to move to a larger room next Wednesday,"['make_open_apply_setup_get_activate', 'more_higher_after']",larger room/next Wednesday/move to,larger room/move/next Wednesday
fold15,"Yeah, I need to make a reservation for 4.","['affirm', 'make_open_apply_setup_get_activate']",Spans and Intents:1. make a reservation,Yeah/make a reservation
fold15,it's a new one,['new'],it's/a new one,new
fold15,can i book the swimming pool for a private party?,['request_info'],book/swimming pool/private party,swimming pool/book
fold15,Can I bring my iguana along?,['request_info'],iguana,bring/iguana
fold15,no need,['deny'],no need,no need
fold15,I'm not sure how to access the internet.,['request_info'],access the internet,internet/how/access/not sure
fold15,there is not hot water in the shower,['wrong_notworking_notshowing'],hot water/shower,not hot water
fold15,is there a mini bar in the room I could use?,['request_info'],mini bar,mini bar/room
fold15,what are the fees for the spa services,['how_much'],fees/spa services,fees/spa
fold15,I would like to book 2 rooms for 2 adults and 2 children for 3 nights from 7 April,['make_open_apply_setup_get_activate'],book/7 April/3 nights/2 adults and 2 children/2 rooms,7 April/book/3 nights/2 adults/2 rooms/2 children
fold15,Has a laptop been found,['lost_stolen'],laptop,laptop/been found
fold15,I want to do my nails tomorrow evening,['make_open_apply_setup_get_activate'],tomorrow evening,tomorrow evening/nails
fold15,I have a table booked under christyne tauber and I don't want it anymore.,"['cancel_close_leave_freeze', 'existing']",table booked/I don't want it anymore/christyne tauber,table booked/don't want it anymore
fold15,"I have a dinning booking under sadi nellis, i need to add 1 person to it","['change', 'existing']",dining booking/add 1 person,add/booking
fold15,tell me more about your restaurants,['request_info'],tell me more about/your restaurants,restaurants/tell me more
fold15,Order room service for tonight at 10,['make_open_apply_setup_get_activate'],10/tonight/Order room service,tonight at 10/room service
fold15,have one already,['existing'],have/one already,one already
fold15,Please book the table for 8 people at 3:15 a.m.,['make_open_apply_setup_get_activate'],3:15 a.m./book the table/8 people,book
fold15,can I update the hotel reservation i have for 9 people?,['change'],update/hotel reservation,update/hotel reservation
fold15,I want to book a room for 4,['make_open_apply_setup_get_activate'],book a room/room for 4,room/book
fold15,I would like to make a booking for a two-bedroom hotel room for two adults and three kids from the 19th to the 6th for 18 nights please.,['make_open_apply_setup_get_activate'],for two adults and three kids/from the 19th to the 6th/make a booking/two/for 18 nights,19th to the 6th/make a booking/18 nights/two
fold15,I’d like to book a three night stay from Sunday until Wednesday,['make_open_apply_setup_get_activate'],Sunday until Wednesday/book a three night stay,three night stay/from Sunday until Wednesday/book
fold16,"I cancelled those 2 rooms 5 days ago, and I still haven't got my money back.",['wrong_notworking_notshowing'],5 days ago/rooms/cancelled/haven't got my money back,haven't got my money back/2 rooms/cancelled
fold16,how can I book a table in the restaurant?,['how'],book a table/restaurant/how,how/restaurant/book
fold16,"hello, what time can I check in the earliest?","['when', 'greet', 'limits', 'less_lower_before']",hello/check in/what time,check in/hello/earliest
fold16,"ok, so what time is check in again","['when', 'acknowledge']",check in,check in/ok
fold16,see you in a few days,['end_call'],in a few days/see you,see you
