fold,text,intents,intent_span,intent_span_4o
fold4,I should speak to someone else as this conversation is not leading anywhere...,['handoff'],conversation is not leading anywhere/speak to someone else,speak to someone else
fold4,"I want something else, but I'd rather talk to a real person about it",['handoff'],want something else/talk to a real person,talk to a real person/something else
fold4,what is the maximum i can get?,"['limits', 'request_info', 'more_higher_after']",i can get/maximum,get/maximum
fold4,Do I get higher interest on my savings in other currencies?,"['fees_interests', 'more_higher_after', 'savings', 'international', 'request_info']",higher interest/savings in other currencies,higher interest/other currencies/savings
fold4,my over draft limit is like 60 dollars ?,"['limits', 'overdraft', 'request_info']",60 dollars/over draft limit,60 dollars/over draft limit
fold4,its an overdraft question,['overdraft'],overdraft,overdraft
fold4,I want to change the time and the date of that transaction!,"['change', 'transfer_payment_deposit']",time and the date/change,date/time/transaction/change
fold4,What do I currently have,['how_much'],What do I currently have,currently
fold4,How much did I have on that savings account 6 months ago?,"['how_much', 'account', 'balance', 'savings']",savings account/How much/6 months ago,savings account/How much
fold4,"yes, show me the balance in the app","['affirm', 'balance', 'request_info']",balance/yes/show me,balance/yes
fold4,How do I check my balance on my phone?,"['balance', 'request_info']",on my phone/my balance/How do I check,check my balance/How
fold4,I was trying to make an international transfer for 350€ but it didn't work,"['international', 'transfer_payment_deposit', 'wrong_notworking_notshowing']",international transfer/350€/didn't work,international transfer/make/didn't work
fold4,make a payment of 3880 euros at 15 to 19 the day after tomorrow,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",the day after tomorrow/3880 euros/15 to 19/make a payment,the day after tomorrow/3880 euros/15 to 19/make a payment
fold4,"ah, yesterday I forgot to make a transfer to shinika olmeda",['transfer_payment_deposit'],yesterday/forgot to make a transfer to shinika olmeda,make a transfer
fold4,"nope, this is not the correct name of the recipient.","['deny', 'wrong_notworking_notshowing']",not the correct name/nope,not the correct name/nope
fold4,It's a savings account,"['savings', 'account']",savings account,account/savings
fold4,do you provide any interest on the current account?,"['request_info', 'fees_interests', 'current', 'account']",interest/current account,interest/current account
fold4,"Yes, 20 past 7, can you book it?","['affirm', 'make_open_apply_setup_get_activate']",can you book it/Yes/20 past 7,20 past 7/can you book it/Yes
fold4,"I'm having issues with transferring my funds back to current account, I did monetize my funds already 1 days ago","['transfer_payment_deposit', 'wrong_notworking_notshowing', 'account', 'current']",transferring my funds/current account,issues with transferring my funds/current account
fold4,"I'm having issues with moving my funds back to current account, I did monetize my funds already 1 days ago","['transfer_payment_deposit', 'wrong_notworking_notshowing', 'account', 'current']",moving my funds back to current account/issues,moving my funds/current account
fold4,It's an existing current account,"['current', 'account', 'existing']",existing/current account,existing/current account
fold4,Just freeze it today please!,['cancel_close_leave_freeze'],freeze,freeze/today
fold4,i want to quit,['cancel_close_leave_freeze'],i want to quit,quit
fold4,"yes, it is an international card","['affirm', 'international', 'card']",international card/yes,international card/yes
fold4,I cannot open the list of recent transactions on my existing FlexiPlus account.,"['wrong_notworking_notshowing', 'account', 'transfer_payment_deposit', 'existing']",list of recent transactions/existing FlexiPlus account,account/existing/open/recent transactions
fold4,This is my account,['account'],my account,account
fold4,"I have no idea, sorry",['dont_know'],no idea,I have no idea
fold4,i don't know those details,['dont_know'],don't know,don't know
fold4,I want to make an insurance claim.,['make_open_apply_setup_get_activate'],insurance claim/make,insurance claim/make
fold4,I want to activate my card,"['make_open_apply_setup_get_activate', 'card']",activate/card,card/activate
fold4,I want a new card,"['card', 'make_open_apply_setup_get_activate', 'new']",new card,new/card
fold4,I didn't pay by card,"['deny', 'card', 'transfer_payment_deposit']",didn't pay/by card,didn't pay/card
fold4,It wasn't by card,"['card', 'deny']",It wasn't/by card,wasn't/by card
fold4,what about the 7th December?,['request_info'],7th December,7th December
fold4,What happened with my payment from yesterday?,"['transfer_payment_deposit', 'request_info']",yesterday/payment,yesterday/payment
fold4,Yes that is my number.,['affirm'],Yes,my number/Yes
fold4,"Yes, my personal details are correct",['affirm'],Yes/my personal details are correct,personal details/correct/Yes
fold4,that's not right,['deny'],that's not right,not right
fold4,"No, I didn't transfer any money to anyone","['transfer_payment_deposit', 'deny']",No/I didn't transfer any money to anyone,didn't transfer/No
fold4,I've sent money to this payee in the past,['transfer_payment_deposit'],payee/sent money,in the past/sent money/payee
fold4,"I can't seem to be able to pay from my phone, it shows as declined","['wrong_notworking_notshowing', 'transfer_payment_deposit']",declined/pay from my phone,declined/pay
fold4,Can you tell me my IBAN number?,['request_info'],IBAN number,IBAN number
fold4,so it looks like it was reverted,['wrong_notworking_notshowing'],reverted,reverted
fold4,It was reverted,['wrong_notworking_notshowing'],reverted,reverted
fold4,It's for an existing payee,['existing'],existing,existing/payee
fold5,how long have I been paying the direct debit to Waitrose,"['how_long', 'direct_debit', 'transfer_payment_deposit']",direct debit/how long,how long/paying the direct debit
fold5,do you have free slots between 16:00 in the afternoon and 5 to 8?,['request_info'],between 16:00 in the afternoon/free slots,16:00 in the afternoon/free slots/5 to 8
fold5,is there any limit in the number of accounts i can have?,"['limits', 'account', 'request_info']",number of accounts/any limit,number of accounts/limit
fold5,i can't make it on the next 7 hours,['deny'],next 7 hours/can't make,can't make it/next 7 hours
fold5,i will neeed to close my business account in 9 days,"['cancel_close_leave_freeze', 'account', 'business']",9 days/close/business account,in 9 days/close/business account
fold5,I'd like to ask again about opening a new business account.,"['request_info', 'business', 'account', 'new']",new business account/opening,ask again/business/opening/account/new
fold5,i checked my standings orders for last 4 days and there are some missing payments?,"['wrong_notworking_notshowing', 'standing_order', 'transfer_payment_deposit']",standings orders/checked,standings orders/missing payments/last 4 days
fold5,a regular amount paid on a specific date,['standing_order'],specific date/regular amount,regular amount/specific date
fold5,"That's all, thanks a lot, cheers!","['end_call', 'thank']",cheers/thanks a lot/That's all,thanks a lot/cheers
fold5,"ok, when?","['when', 'acknowledge']",ok/when,ok/when
fold5,"Aight, and when did I made that 37.37 euros payment to amazon video?","['acknowledge', 'transfer_payment_deposit', 'when']",37.37 euros payment to amazon video/when did I made,37.37 euros payment/amazon video/when
fold5,the address on my cheque is wrong!,"['cheque', 'wrong_notworking_notshowing']",address/cheque/wrong,address/wrong
fold5,a cheque,['cheque'],a cheque,cheque
fold5,when will the transfer arrive?,"['arrival', 'transfer_payment_deposit', 'when']",transfer arrive/when,arrive/transfer/when
fold5,it should arrive soon.,['arrival'],arrive soon,soon/arrive
fold5,"I think my card got stolen, can you tell more about how to cancel it asap?","['lost_stolen', 'card', 'how', 'cancel_close_leave_freeze']",cancel it asap/stolen,how to cancel/stolen/card/more
fold5,I lost it,['lost_stolen'],lost,lost
fold5,"If I replace my current credit card, will I still be able to do the same purchases as before?","['card', 'credit', 'request_info', 'less_lower_before', 'transfer_payment_deposit']",replace/current credit card/same purchases as before,replace/current credit card/same purchases as before
fold5,it says credit,['credit'],it says/credit,credit
fold5,how much did I spend on eon between the 7th and the 25th of Dec,"['how_much', 'transfer_payment_deposit']",did I spend/on eon/how much/between the 7th and the 25th of Dec,spend/how much
fold5,I'll be abroad from Jan 3rd until Jan 9th,['international'],Jan 3rd until Jan 9th/abroad,Jan 3rd/abroad/Jan 9th
fold5,Since last Sunday I have trouble withdrawing money on ATMs abroad,"['withdrawal', 'wrong_notworking_notshowing', 'international']",ATMs abroad/withdrawing money,trouble/ATMs abroad/withdrawing money
fold5,Has the price of subscription gone up this week,"['request_info', 'more_higher_after']",gone up this week/Has the price/subscription,price of subscription/this week/gone up
fold5,Is it true I spent so much more this month on delivery?,"['request_info', 'transfer_payment_deposit', 'more_higher_after']",Is it true/I spent so much more this month on delivery,more this month/Is it true
fold5,Can you tell me from which date exactly my loan starts?,"['loan', 'when']",loan/starts,loan starts/which date
fold5,"hi, I want to get the list of my recent applications made via contactless payment made to kisha","['request_info', 'contactless', 'transfer_payment_deposit', 'greet']",contactless payment/recent applications,get/recent applications/hi/payment/contactless
fold5,hi i need to change something,"['change', 'greet']",change,hi/change
fold5,i don't know my pin,"['pin', 'dont_know']",pin/don't know,my pin/don't know
fold5,"I forgot my pin, can you help me?","['pin', 'dont_know']",forgot my pin,forgot/help me/pin
fold5,Thanks a lot for confirming that meeting slot!,"['appointment', 'thank']",Thanks a lot/confirming/meeting slot,Thanks a lot
fold5,"Thank you, I don't know","['dont_know', 'thank']",Thank you/I don't know,Thank you/don't know
fold5,"Can I use my standard debit card to withdraw the money abroad? Actually, I want to speak to your agent.","['withdrawal', 'handoff', 'card', 'debit', 'international', 'request_info']",standard debit card/withdraw the money abroad/speak to your agent,debit card/abroad/I want to speak to your agent/withdraw
fold5,its a debit one,['debit'],debit,debit
fold5,How much can I withdraw from ATMs abroad?,"['how_much', 'withdrawal', 'international']",withdraw/ATMs abroad/How much,ATMs abroad/How much/withdraw
fold5,i made a withdrawal and my account balance changed,"['balance', 'change', 'account', 'withdrawal']",account balance changed/withdrawal,account balance/changed/withdrawal
fold5,What is the procedure to apply for a loan?,"['loan', 'make_open_apply_setup_get_activate', 'how']",procedure/apply for a loan,procedure/apply/loan
fold5,"How can I do a deposit on behalf of my mum, she's in hospital?","['how', 'transfer_payment_deposit']",behalf of my mum/hospital/deposit,How can I/deposit
fold5,with which companies do I have direct debits set up?,"['request_info', 'direct_debit']",direct debits/companies,direct debits
fold5,I paid contactless at Waitrose but this payment got reverted yesterday.,"['transfer_payment_deposit', 'contactless', 'wrong_notworking_notshowing']",contactless/reverted,reverted/payment/yesterday/contactless
fold5,"Something is terribly wrong with my direct debits, since yesterday or so...","['wrong_notworking_notshowing', 'direct_debit']",direct debits/since yesterday,direct debits/since yesterday/wrong
fold5,i tried to pay contactless 4 times to no avail.,"['contactless', 'transfer_payment_deposit', 'wrong_notworking_notshowing']",to no avail/contactless/4 times,pay contactless/to no avail
fold5,I don't know if it's contactless,"['dont_know', 'contactless']",don't know/contactless,don't know/contactless
fold5,Is that less than last month?,"['request_info', 'less_lower_before']",last month/less,less
fold5,Why cannot I decrease all these fees and rates you charge me?,"['less_lower_before', 'fees_interests', 'why']",Why/cannot I decrease all these fees and rates you charge me,fees/Why/decrease/rates
fold5,yes refund me the 595 pounds,"['refund', 'affirm', 'make_open_apply_setup_get_activate']",yes/refund,yes/refund
fold5,I haven't received the refund.,"['refund', 'wrong_notworking_notshowing']",refund/haven't received,received the refund
fold5,i want to get a refund of a top up i made,"['refund', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",top up/refund,refund/get
fold5,Why was my application declined,"['why', 'wrong_notworking_notshowing']",Why was my application declined,my application/declined/Why
fold5,Can you tell why you increased your interest rates this month?,"['fees_interests', 'why', 'more_higher_after']",this month/interest rates/increased/why,interest rates/increased/this month/why
fold5,"Absolutely, I am happy to have that appointment and finally close this nagging account.","['cancel_close_leave_freeze', 'appointment', 'affirm', 'account']",appointment/close/account,close/happy/account/appointment/Absolutely
fold5,"i need to cancel our appointment at 9:20 night, yes.","['cancel_close_leave_freeze', 'appointment', 'affirm']",appointment/cancel,yes/9:20 night/cancel our appointment
fold5,can my mortgage be higher than 14000 pounds,"['mortgage', 'request_info', 'more_higher_after']",14000 pounds/mortgage/higher,mortgage/higher than 14000 pounds
fold5,"Where can I get more info on your loans, mortgages and ISA savings?","['request_info', 'loan', 'mortgage', 'savings']",ISA savings/more info/mortgages/loans,loans/mortgages/savings/more info
fold5,did I receive any money from ramero vankirk lately?,"['transfer_payment_deposit', 'request_info']",ramero vankirk/receive any money,did I receive any money/from ramero vankirk lately
fold5,did I receive any money from severo in last 4 months,"['request_info', 'transfer_payment_deposit']",did I receive any money/last 4 months/from severo,receive/last 4 months
fold5,Do you plan to increase your loan rates in the near future?,"['more_higher_after', 'loan', 'fees_interests', 'request_info']",near future/loan rates/increase,increase/loan rates/near future
fold5,I want to apply for a new loan,"['loan', 'make_open_apply_setup_get_activate', 'new']",loan/new loan/apply/new,apply/new/loan
fold5,this is really frustrating,['handoff'],frustrating,frustrating
fold5,i just wanted to increase it but pass me to a human please,"['change', 'handoff']",pass me to a human/increase,increase/pass me to a human
fold5,How difficult is it to increase the overdraft limit on my current account?,"['overdraft', 'change', 'more_higher_after', 'current', 'account', 'limits']",current account/increase the overdraft limit,increase/overdraft limit/how difficult/current account
fold5,I would like to increase my card limits,"['change', 'limits', 'card', 'more_higher_after']",my card limits/increase,increase/limits/card
fold5,What are the current overdraft limits on my Flexi current account?,"['overdraft', 'account', 'how_much', 'current', 'limits']",Flexi current account/current overdraft limits,Flexi current account/current/overdraft limits
fold5,How do i look with my overdraft,"['how_much', 'overdraft']",How/overdraft,overdraft/How
fold5,"My balance says I went into overdraft so I topped up, but it's been hours from that and it still hasn't updated","['wrong_notworking_notshowing', 'balance', 'overdraft', 'transfer_payment_deposit']",balance/overdraft,hours/balance/overdraft/topped up/hasn't updated
fold5,"no, I meant 4004$","['change', 'deny']",I meant 4004$/no,no
fold5,I want to change the name on my card,"['change', 'card']",name/change,card/change
fold5,what are the cost of moving money overseas?,"['transfer_payment_deposit', 'fees_interests', 'international', 'how_much']",cost of moving money overseas,moving money overseas/cost
fold5,Do I have any pounds on my savings account?,"['how_much', 'savings', 'account', 'balance']",savings account,savings account/pounds
fold5,It's about my balance,['balance'],balance,balance
fold5,schedule transferring 190€ at 0:10 to the current account,"['current', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'account']",current account/schedule transferring/0:10/190€,transferring/current account/schedule
fold5,do i need to give my name in a transfer?,"['transfer_payment_deposit', 'request_info']",do i need to give my name in a transfer?,give my name/transfer
fold5,"There's something wrong with my savings account, I tried to open it but nothing happens","['wrong_notworking_notshowing', 'savings', 'account']",savings account/wrong,savings account/open/wrong
fold5,I hate this bank so much! I want to close my savings account right now,"['cancel_close_leave_freeze', 'savings', 'account']",close my savings account/hate this bank,close/savings account
fold5,What happened with my interest rates?,"['fees_interests', 'request_info']",interest rates,interest rates
fold5,How about last Saturday at 10 05 night?,['request_info'],10 05 night/last Saturday,last Saturday/10 05 night
fold5,What about last Saturday at 10 05 night?,['request_info'],10 05 night/last Saturday,last Saturday/10 05 night
fold5,what about 23:50 night,['request_info'],23:50 night/what about,what about/night/23:50
fold5,It is a current one,['current'],current,current
fold5,stop that transaction!,"['cancel_close_leave_freeze', 'transfer_payment_deposit']",that transaction/stop,transaction/stop
fold5,"Yes, the payment was international","['affirm', 'international', 'transfer_payment_deposit']",international/Yes,international/payment/Yes
fold5,i want to get some information about the accounts you offer,"['request_info', 'account']",information about the accounts,offer/get/accounts
fold5,It would be hard to tell,['dont_know'],It would be hard,hard to tell
fold5,i need to make it in 10 days,['make_open_apply_setup_get_activate'],make it/in 10 days,make/10 days
fold5,do it on 6th of March,['make_open_apply_setup_get_activate'],6th of March/do it,6th of March
fold5,I want to top up my card,"['make_open_apply_setup_get_activate', 'card', 'transfer_payment_deposit']",top up/card,top up/card
fold5,Is it card or cash?,"['card', 'request_info']",cash/card,cash/card
fold5,My card payment shows as pending,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'card']",card payment/pending,pending/payment/card
fold5,"Yes, this sounds about right.",['affirm'],Yes,sounds about right/Yes
fold5,"Yes, that's right",['affirm'],Yes,that's right/Yes
fold5,I can't pay that back any time soon,"['transfer_payment_deposit', 'deny']",any time soon/can't pay,any time soon/can't pay
fold5,thats not it,['deny'],not,thats not
fold5,i don't need anything else,['deny'],don't need anything else,don't need/anything else
fold5,Can I see my latest transactions?,"['request_info', 'transfer_payment_deposit']",latest transactions,latest transactions
fold5,the person i want to pay,['transfer_payment_deposit'],person/want to pay,pay
fold5,can you show them to me?,['request_info'],show,show
fold5,it has been reverted,['wrong_notworking_notshowing'],reverted,reverted
fold5,"As far as I can tell, it was reverted",['wrong_notworking_notshowing'],as far as I can tell/it was reverted,reverted
fold6,repeat please,['repeat'],repeat,please/repeat
fold6,Yes from 7 25 p.m. to 11 20 p.m. please,['affirm'],Yes/from 7 25 p.m. to 11 20 p.m.,7 25 p.m. to 11 20 p.m./Yes
fold6,do you offer accounts for small businesses?,"['business', 'account', 'request_info']",offer/accounts/small businesses,offer accounts/small businesses
fold6,"Yes, I opened the account for my business on 23 Mar.","['affirm', 'business', 'account']",Yes/opened the account for my business,account/opened/business/Yes
fold6,"i dont have any active standing order, not that Im aware of?","['deny', 'standing_order']",standing order/dont have any active,active standing order/not that Im aware of/dont have
fold6,"that was super helpful, bye","['acknowledge', 'end_call']",bye/super helpful,bye/super helpful
fold6,Gotta hit the road,['end_call'],Gotta hit the road,hit the road
fold6,"i see, awesome thanks","['thank', 'acknowledge']",i see/awesome thanks,i see/thanks
fold6,can i use a cheque to top up my account?,"['cheque', 'request_info', 'account', 'transfer_payment_deposit']",cheque/top up my account,account/cheque/top up
fold6,my cheque was declined in a bank,"['cheque', 'wrong_notworking_notshowing']",declined/cheque/bank,bank/cheque/declined
fold6,this was supposed to arrive 4 weeks ago,['arrival'],supposed to arrive,4 weeks ago/arrive
fold6,when will my new debit card arrive,"['when', 'debit', 'card', 'arrival', 'new']",when/arrive/new debit card,debit card/new/arrive/when
fold6,"let me think, i lost it the night of the 18th",['lost_stolen'],night of the 18th/lost it,lost it/night of the 18th
fold6,I think you forget to send me one of the recent statements on my visa.,"['wrong_notworking_notshowing', 'card']",visa/recent statements,recent statements/visa
fold6,what credit cards do you offer?,"['request_info', 'credit', 'card']",what credit cards,credit cards/offer
fold6,the credit one,['credit'],the credit,credit
fold6,are there any payments to elia greek restaurant between May 22 and May 29th,"['request_info', 'transfer_payment_deposit']",May 22 and May 29th/payments/elia greek restaurant,May 22/elia greek restaurant/payments/May 29th
fold6,"no, I meant show me all the transactions from Sunday to Monday please?","['request_info', 'transfer_payment_deposit', 'deny']",from Sunday to Monday/show me all the transactions,no/from Sunday to Monday/show me all the transactions
fold6,What are my additional expenses on tax since November,"['how_much', 'transfer_payment_deposit']",tax/additional expenses/since November,since November/on tax/additional expenses
fold6,How much less did I spend on drinking on the current year?,"['transfer_payment_deposit', 'how_much', 'less_lower_before']",current year/less/How much,How much/less/current year
fold6,Is my newspaper spend less than usual in last 23 days?,"['request_info', 'transfer_payment_deposit', 'less_lower_before']",less than usual/newspaper spend,23 days/less
fold6,when will you offer interest free international transfers?,"['when', 'fees_interests', 'transfer_payment_deposit', 'international']",will you offer/when/interest free international transfers,international transfers/interest free/when
fold6,What is the exact date when my mortgage ends?,"['mortgage', 'when']",exact date/mortgage ends,mortgage/exact date/ends
fold6,"hi there, what i want is setting up a direct debit with Cash back for the next 2 months","['greet', 'direct_debit', 'make_open_apply_setup_get_activate']",Cash back/next 2 months/setting up a direct debit,next 2 months/setting up/direct debit/hi there/Cash back
fold6,hello can i change my savings account,"['greet', 'change', 'savings', 'account']",savings account/change,change/savings account/hello
fold6,why do i need my pin to ask a question about overdrafts?,"['pin', 'overdraft', 'why']",pin/why/question about overdrafts,my pin/question about overdrafts/why
fold6,I am completely sure my pin is correct but it is not working for some reason,"['pin', 'wrong_notworking_notshowing']",not working/pin,pin/not working
fold6,"Yes, thank you","['affirm', 'thank']",Yes,thank you/Yes
fold6,Thank you very much!,['thank'],Thank you very much!,Thank you
fold6,"increase my debit card spending limit, it's really urgent matter","['debit', 'change', 'limits', 'card', 'more_higher_after']",debit card spending limit/increase,increase/spending limit/debit card
fold6,"Yes, it is debit","['debit', 'affirm']",Yes/debit,debit/Yes
fold6,That transaction is still pending although I withdrew the money almost 3 months ago.,"['wrong_notworking_notshowing', 'withdrawal', 'transfer_payment_deposit']",pending/transaction,withdrew the money/still pending/transaction/almost 3 months ago
fold6,why are your fees on cash withdrawals abroad getting higher and higher?,"['why', 'fees_interests', 'withdrawal', 'more_higher_after', 'international']",fees on cash withdrawals abroad/why/getting higher and higher,fees/cash withdrawals abroad/higher and higher/why
fold6,what do i need to do to transfer $2000 to a bank overseas,"['how', 'transfer_payment_deposit', 'make_open_apply_setup_get_activate', 'international']",bank overseas/$2000/transfer,bank overseas/transfer
fold6,how can i be eligible to take a loan in your bank?,"['loan', 'make_open_apply_setup_get_activate', 'how']",loan/how/your bank/can i be eligible,how can i be eligible/take a loan
fold6,How do I top it up?,"['transfer_payment_deposit', 'how']",How do I top it up?,top it up/How
fold6,It was a contactless payment of 53 dollars for Blues Kitchen subscription,"['transfer_payment_deposit', 'contactless']",contactless payment/Blues Kitchen subscription/53 dollars,contactless payment/53 dollars
fold6,It was a contactless payment of 53 dollars for Blues Kitchen,"['transfer_payment_deposit', 'contactless']",contactless payment/Blues Kitchen/53 dollars,payment/contactless
fold6,how much did my wife spend in Godaddy's webshop last week Monday,"['how_much', 'transfer_payment_deposit']",last week Monday/did my wife spend/how much/in Godaddy's webshop,spend/how much/Godaddy's webshop/last week Monday
fold6,is making a payment to get up to date with a direct debit has some additional fees?,"['direct_debit', 'transfer_payment_deposit', 'fees_interests', 'request_info']",making a payment/additional fees/get up to date,additional fees/direct debit/making a payment
fold6,I tried to pay contactless and I couldn't! It was only something around 10 pounds!,"['contactless', 'wrong_notworking_notshowing', 'transfer_payment_deposit']",10 pounds/contactless/couldn't,pay contactless/couldn't
fold6,How does this contactless thing work?,"['contactless', 'request_info']",contactless thing/How does this,How/contactless
fold6,How much do you charge for minuses over 1 thousand dollars?,"['overdraft', 'how_much', 'less_lower_before']",minuses over 1 thousand dollars/How much/charge,how much/charge/minuses
fold6,"No, I want to open the account tomorrow or even earlier.","['deny', 'make_open_apply_setup_get_activate', 'account', 'less_lower_before']",open the account/tomorrow or even earlier,No/open the account/tomorrow or even earlier
fold6,I was told that i will get a 80.24 pounds refund 3 days ago but it is not showing,"['refund', 'wrong_notworking_notshowing']",not showing/refund,not showing/80.24 pounds refund
fold6,I don't want a refund,"['refund', 'deny']",don't want/refund,refund/don't want
fold6,why is the payment not showing on my balance?,"['wrong_notworking_notshowing', 'balance', 'transfer_payment_deposit', 'why']",balance/why/payment not showing,balance/not showing/payment/why
fold6,and why is that,['why'],why,why
fold6,I'm looking forward to the appointment tomorrow,['appointment'],appointment,appointment/tomorrow
fold6,"i need to schedule a meeting to talk about my cards and loans, can we make it 10:10 in the morning on Tuesday","['loan', 'appointment', 'card', 'make_open_apply_setup_get_activate']",talk about my cards and loans/make it 10:10 in the morning on Tuesday/schedule a meeting,schedule a meeting/loans/cards/10:10 in the morning on Tuesday
fold6,"Yes, this is a new appointment","['affirm', 'appointment', 'new']",new appointment,new/appointment/Yes
fold6,I think so. Can you list all my mortgage options?,"['affirm', 'mortgage', 'request_info']",I think so./Can you list all my mortgage options?,I think so/mortgage options
fold6,"Yes, I wanted to talk about my mortgage","['affirm', 'mortgage']",mortgage,mortgage/Yes
fold6,which are my highest payments last month?,"['request_info', 'more_higher_after', 'transfer_payment_deposit']",highest payments/last month,highest/payments/last month
fold6,what is the maximum I can pay into savings each month?,"['how_much', 'transfer_payment_deposit', 'savings', 'limits']",pay into savings/maximum,maximum I can pay/savings/each month
fold6,what is the loan limit for short-term loans?,"['how_much', 'limits', 'loan']",loan limit,short/loan limit
fold6,How can I access more info about loans that I still owe to peopke?,"['loan', 'request_info']",access more info/loans,loans/How can I/access/more info
fold6,It seems that the balance is not right. Can I get someone else on the line to confirm?,"['balance', 'handoff', 'wrong_notworking_notshowing']",confirm/balance/someone else/not right,balance/get someone else/confirm/not right
fold6,"I really want to stop talking to bots and virtual agents, get me to someone else!",['handoff'],stop talking to bots and virtual agents,get me to someone else/stop talking to bots and virtual agents
fold6,What was my largest expense 4 months ago?,"['request_info', 'more_higher_after', 'transfer_payment_deposit']",4 months ago/largest expense,4 months ago/largest expense
fold6,I don't understand what you mean not being able to increase the overdraft limit,"['more_higher_after', 'overdraft', 'limits', 'change']",I don't understand/not being able to increase/overdraft limit,increase/don't understand/overdraft limit
fold6,any upper bar or cap?,['limits'],bar/upper/cap,cap/upper bar
fold6,can i spend more money than what i have in my account?,"['overdraft', 'request_info', 'account']",spend more money/what i have in my account,spend more money/account
fold6,i dont remember how to update my address through your mobile app,"['dont_know', 'change']",update my address/mobile app,update my address/through your mobile app
fold6,change,['change'],change,change
fold6,do I have any money in my account?,"['account', 'balance', 'how_much']",do I have any money/in my account,money/account
fold6,do i have to pay anything if i close an account with negative balance?,"['cancel_close_leave_freeze', 'balance', 'account', 'fees_interests']",close an account/negative balance,pay anything/close an account/negative balance
fold6,"ah, can i make a 800 transfer to greogry","['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",make a 800 transfer/greogry,make/transfer
fold6,"I sent 554.2 euros to kayshia maharaj via SWIFT 9 days ago, but it's not there yet.","['transfer_payment_deposit', 'international', 'wrong_notworking_notshowing']",kayshia maharaj/SWIFT/sent 554.2 euros,9 days ago/it's not there yet/SWIFT/554.2 euros
fold6,I need to make a transfer to arwood,"['transfer_payment_deposit', 'make_open_apply_setup_get_activate']",to arwood/make a transfer,arwood/make a transfer
fold6,resend the same amount to shawanna broadwater in 8 hours,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",8 hours/resend/same amount/shawanna broadwater,shawanna broadwater/resend/in 8 hours/same amount
fold6,What savings acc options do you guys offer?,"['request_info', 'savings', 'account']",savings acc options,offer/acc options/savings
fold6,what's going on with my interest rates?,"['fees_interests', 'request_info']",interest rates,interest rates
fold6,I need to top up my card ASAP,"['card', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",top up/card,top up/card
fold6,"yes, it is a current one","['current', 'affirm']",current/yes,yes/current
fold6,It is a current one,['current'],current,current
fold6,close it on the 23rd Mar,['cancel_close_leave_freeze'],on the 23rd Mar/close it,close/23rd Mar
fold6,Just freeze it soon please!,['cancel_close_leave_freeze'],freeze,freeze
fold6,in another country,['international'],in another country,another country
fold6,"the list of recent transactions on my existing FlexiPlus account is empty, that can't be right","['wrong_notworking_notshowing', 'account', 'transfer_payment_deposit', 'existing']",recent transactions/is empty/that can't be right/existing FlexiPlus account,empty/account/existing/recent transactions
fold6,I cannot really recall that info.,['dont_know'],cannot recall,cannot recall
fold6,i am not sure about that,['dont_know'],i am not sure about that,not sure
fold6,I would like to select an existing payee,"['make_open_apply_setup_get_activate', 'existing']",existing/select,select/existing/payee
fold6,Do it,['make_open_apply_setup_get_activate'],Do,do it
fold6,i have an issue with my card,"['card', 'wrong_notworking_notshowing']",issue/card,issue/card
fold6,I paid by card,"['card', 'transfer_payment_deposit']",paid/by card,paid/card
fold6,"Yes, I paid it yesterday","['affirm', 'transfer_payment_deposit']",Yes/paid it yesterday,yesterday/Yes
fold6,"Yes, it's exactly that",['affirm'],Yes,Yes
fold6,"No, it's just gone...","['deny', 'wrong_notworking_notshowing']",No/it's just gone,No/just gone
fold6,I never said that,['deny'],never said,said/never
fold6,It was a money transfer,['transfer_payment_deposit'],money transfer,money transfer
fold6,tell me about pensions,['request_info'],pensions/tell me about,tell/pensions
fold6,tell me what it says,['request_info'],tell me what it says,tell me/what it says
fold6,it looks like its still not working,['wrong_notworking_notshowing'],still not working,not working
fold6,My address isn't on the list,['wrong_notworking_notshowing'],address,address/isn't on the list
fold6,its a new one,['new'],new,new
fold6,It is new,['new'],It is new,new
fold7,how long do i need to waste my time until i can talk to an agent?,"['how_long', 'handoff']",talk to an agent/how long,how long/talk to an agent
fold7,"hello, please list my transactions from 1 45 a.m. to 5 to 7 evening","['greet', 'request_info', 'transfer_payment_deposit']",list my transactions/from 1 45 a.m. to 5 to 7 evening,list/transactions/1 45 a.m. to 5 to 7 evening/hello
fold7,don't let any payment go through for the next hour and a half,"['transfer_payment_deposit', 'cancel_close_leave_freeze']",don't let any payment go through/for the next hour and a half,payment/next hour and a half/don't
fold7,My payment shows as pending and hasn't changed in the last hour,"['wrong_notworking_notshowing', 'transfer_payment_deposit']",payment shows as pending/hasn't changed in the last hour,pending/last hour/payment/hasn't changed
fold7,"Just put it on my business account, please.","['make_open_apply_setup_get_activate', 'business', 'account']",business account,business account
